MC Hyperbolic Ising model
p:;3
q:;7
n:;7
Active nodes:;115
Total nodes:;187
Beta:;40
E:;-0.18633899812498247
J:;0.18633899812498247
Gamma:;100
Epsilon:;-1.047197551196598
h:;0.08333333333333337
Thermaliatzion time [its]:;100000000
MC update time [its]:;100000
MC samples:;1000

Time for Thermalization [s]:;80.4398980140686

Time for Sampling [s]:;80.61668658256531

Energy; Boundary_length
-221.19786178201878;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-241.0585415570165;45
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
-242.215920208683;43
