MC Hyperbolic Ising model
p:;3
q:;7
n:;7
Active nodes:;115
Total nodes:;187
Beta:;20
E:;0.04140866624999609
J:;0.18633899812498247
Gamma:;100
Epsilon:;-1.047197551196598
h:;0.08333333333333337
Thermaliatzion time [its]:;100000000
MC update time [its]:;100000
MC samples:;1000

Time for Thermalization [s]:;75.17363381385803

Time for Sampling [s]:;75.93424797058105

Energy; Boundary_length
-154.24004845577394;45
-158.4104557278564;45
-159.23656504952288;43
-158.4104557278564;44
-158.69670438577296;40
-159.52281370743944;41
-158.69670438577296;40
-159.14961971035618;39
-159.3960077045228;37
-158.616983058273;44
-158.24378906118974;45
-160.92142034493907;34
-159.6894803741061;41
-158.65684372202298;43
-159.6894803741061;41
-159.6894803741061;41
-159.64239569868937;38
-159.72934103785607;42
-159.1097590466062;43
-159.9358683682727;41
-159.89600770452273;42
-160.22211702618927;36
-159.18948037410615;38
-159.52281370743944;41
-160.80183835368916;37
-158.5300377191063;42
-160.22211702618927;38
-158.73656504952294;41
-158.7764257132729;40
-160.10253503493934;41
-159.23656504952288;43
-158.65684372202298;42
-160.38878369285592;39
-159.03003771910625;44
-159.89600770452273;42
-159.48295304368946;42
-158.32351038868967;42
-160.30906236535597;41
-160.5155896957726;41
-159.48295304368946;41
-159.89600770452273;42
-159.18948037410615;38
-159.27642571327286;42
-158.36337105243965;39
-159.3561470407728;39
-158.69670438577296;42
-158.78364972493966;45
-158.616983058273;43
-159.3561470407728;39
-160.1423956986893;39
-158.32351038868967;41
-158.94309237993954;40
-159.56267437118942;40
-159.3561470407728;41
-158.90323171618957;41
-159.80906236535603;37
-159.52281370743944;39
-159.3561470407728;40
-159.64961971035612;44
-158.49017705535633;44
-159.22934103785613;38
-158.94309237993954;39
-159.56267437118942;39
-159.9358683682727;41
-158.69670438577296;42
-159.48295304368946;42
-159.48295304368946;41
-159.1097590466062;40
-159.31628637702283;41
-160.1423956986893;39
-158.94309237993954;40
-159.76920170160605;38
-159.97572903202268;37
-159.6894803741061;43
-159.6025350349394;39
-160.22211702618927;36
-159.31628637702283;40
-159.89600770452273;41
-159.48295304368946;43
-160.80183835368916;37
-159.23656504952288;44
-159.0228137074395;36
-159.06989838285622;41
-159.48295304368946;42
-158.94309237993954;42
-159.64239569868937;37
-159.03003771910625;44
-159.1097590466062;41
-159.56267437118942;39
-159.3561470407728;39
-159.64961971035612;43
-159.6894803741061;41
-159.06989838285622;41
-158.0372617307731;44
-159.72934103785607;40
-158.616983058273;44
-159.89600770452273;42
-159.89600770452273;41
-159.14961971035618;40
-159.23656504952288;43
-159.76920170160605;39
-159.9358683682727;39
-159.27642571327286;42
-158.82351038868964;43
-159.27642571327286;42
-159.52281370743944;41
-159.43586836827276;37
-159.27642571327286;42
-159.27642571327286;41
-159.3960077045228;38
-159.64961971035612;43
-159.48295304368946;42
-160.0554503595226;35
-158.24378906118974;44
-159.03003771910625;43
-158.86337105243962;43
-158.69670438577296;42
-159.56267437118942;40
-158.90323171618957;42
-159.27642571327286;42
-159.27642571327286;41
-159.3960077045228;40
-160.46850502035585;35
-159.1967043857729;45
-159.97572903202268;40
-159.52281370743944;41
-159.80906236535603;36
-159.6894803741061;42
-158.86337105243962;41
-159.27642571327286;42
-158.90323171618957;42
-159.1097590466062;42
-160.13517168702256;34
-159.06989838285622;42
